iterations,fitness,time,fevals
0,18.0,0.741596368
10,27.0,1.295676925
20,28.0,1.604468371
30,22.0,1.87223337
40,27.0,2.137562972
50,22.0,2.415884005
60,23.0,2.64711162
70,23.0,2.891438653
80,22.0,3.111214611
90,22.0,3.336602556
100,23.0,3.564107221
110,23.0,3.814498584
120,23.0,4.085739973
130,23.0,4.317004213
140,24.0,4.578086028
150,24.0,4.809100687
160,24.0,5.017328706
170,24.0,5.240656947
180,24.0,5.465276515
190,33.0,5.678371555
200,25.0,5.906573234
210,25.0,6.114603401
220,32.0,6.352073563
230,25.0,6.56302885
240,25.0,6.788411887
250,34.0,7.004608
260,25.0,7.27121005
270,32.0,7.483283732
280,32.0,7.699562534
290,26.0,7.924048816
300,27.0,8.136592587
310,27.0,8.355953206
320,27.0,8.582470874
330,27.0,8.798595246
340,27.0,9.026448418
350,26.0,9.256089437
360,27.0,9.477817867
370,27.0,9.69087024
380,28.0,9.904804264
390,33.0,10.114092909
400,32.0,10.382258144
410,27.0,10.667316733
420,27.0,10.878705483
430,27.0,11.089220133
440,29.0,11.319470945
450,30.0,11.527455047
460,29.0,11.748644292
470,32.0,11.961681562
480,29.0,12.169178962
490,29.0,12.397254152
500,29.0,12.647904913
510,31.0,12.846283353
520,31.0,13.04455456
530,29.0,13.253488657
540,31.0,13.438802793
550,32.0,13.642189846
560,29.0,13.829691309
570,29.0,14.020607993
580,29.0,14.222737701
590,29.0,14.420046832
600,30.0,14.633047854
610,30.0,14.846842174
620,33.0,15.040364922
630,34.0,15.232015245
640,29.0,15.431221343
650,34.0,15.64703119
660,29.0,15.833670635
670,32.0,16.042849781
680,35.0,16.245893991
690,29.0,16.45067243
700,30.0,16.654961146
710,34.0,16.849155988
720,29.0,17.051615702
730,29.0,17.257670743
740,29.0,17.4678097
750,30.0,17.650709205
760,30.0,17.844180225
770,29.0,18.041047963
780,35.0,18.238060693
790,30.0,18.439633847
800,34.0,18.638175402
810,34.0,18.838829524
820,30.0,19.045133768
830,30.0,19.242513884
840,29.0,19.444799533
850,30.0,19.63576719
860,35.0,19.842361039
870,35.0,20.043211125
880,34.0,20.244711783
890,35.0,20.46190924
900,34.0,20.661139125
910,30.0,20.876315769
920,30.0,21.062875922
930,30.0,21.25894923
940,31.0,21.471576069
950,30.0,21.660469673
960,30.0,21.860283299
970,29.0,22.053382779
980,29.0,22.248039025
990,29.0,22.456070325
1000,29.0,22.647911705
1010,30.0,22.8463566
1020,29.0,23.045317648
1030,32.0,23.244795227
1040,31.0,23.453645122
1050,35.0,23.660790617
1060,32.0,23.868535711
1070,30.0,24.06226424
1080,31.0,24.270223045
1090,32.0,24.480135453
1100,31.0,24.694115543
1110,31.0,24.889368746
1120,32.0,25.078858173
1130,30.0,25.27827987
1140,30.0,25.474827798
1150,31.0,25.671617755
1160,35.0,25.862569932
1170,32.0,26.06215701
1180,30.0,26.260860925
1190,31.0,26.464220792
1200,30.0,26.704748983
1210,31.0,26.914894737
1220,31.0,27.115827136
1230,32.0,27.313266155
1240,30.0,27.507523676
1250,30.0,27.704454848
1260,31.0,27.896349089
1270,31.0,28.09378622
1280,31.0,28.288885369
1290,31.0,28.48888703
1300,31.0,28.690540231
1310,32.0,28.883934979
1320,31.0,29.092055765
1330,30.0,29.292395739
1340,31.0,29.490222533
1350,31.0,29.697719178
1360,31.0,29.897386302
1370,30.0,30.098404789
1380,30.0,30.295675029
1390,31.0,30.514270291
1400,31.0,30.724017319
1410,31.0,30.939753538
1420,31.0,31.137100427
1430,41.0,31.336475681
1440,33.0,31.543048008
1450,32.0,31.749078129
1460,37.0,31.95787101
1470,32.0,32.155385545
1480,33.0,32.35637005
1490,31.0,32.55078691
1500,31.0,32.741069258
1510,31.0,32.946955142
1520,31.0,33.143042043
1530,31.0,33.345022984
1540,39.0,33.544718049
1550,31.0,33.749915603
1560,35.0,33.958191953
1570,35.0,34.174465848
1580,31.0,34.397406691
1590,32.0,34.60103011
1600,31.0,34.794731454
1610,31.0,34.982547442
1620,31.0,35.173023866
1630,31.0,35.36590095
1640,30.0,35.559509786
1650,30.0,35.758044168
1660,31.0,35.94978058
1670,31.0,36.142986538
1680,31.0,36.343185297
1690,31.0,36.530130961
1700,31.0,36.727609248
1710,30.0,36.919930533
1720,31.0,37.154211267
1730,31.0,37.343865697
1740,30.0,37.524712295
1750,31.0,37.706118467
1760,31.0,37.887292804
1770,30.0,38.083899256
1780,31.0,38.283922817
1790,31.0,38.479049152
1800,31.0,38.700831198
1810,31.0,38.900111302
1820,30.0,39.090873555
1830,30.0,39.28105169
1840,31.0,39.461178995
1850,31.0,39.671818247
1860,31.0,39.863715509
1870,31.0,40.047461551
1880,32.0,40.236755769
1890,31.0,40.430614564
1900,33.0,40.638416672
1910,37.0,40.843265719
1920,30.0,41.044711628
1930,30.0,41.23918588
1940,31.0,41.426962599
1950,31.0,41.643476257
1960,31.0,41.843010851
1970,30.0,42.091322497
1980,30.0,42.287200596
1990,31.0,42.48198371
2000,31.0,42.687588296
2010,30.0,42.92632562
2020,41.0,43.129158761
2030,30.0,43.32308099
2040,31.0,43.540036419
2050,40.0,43.834669708
2060,31.0,44.04460666
2070,31.0,44.22503905
2080,32.0,44.409723381
2090,31.0,44.596414933
2100,33.0,44.785739735
2110,31.0,44.978377811
2120,31.0,45.170711934
2130,31.0,45.359892878
2140,30.0,45.570093004
2150,31.0,45.775772352
2160,31.0,45.982527428
2170,31.0,46.196211871
2180,31.0,46.377224604
2190,31.0,46.559026103
2200,31.0,46.750873147
2210,30.0,46.946426526
2220,35.0,47.141547953
2230,30.0,47.339793484
2240,30.0,47.541521823
2250,32.0,47.755597063
2260,31.0,47.962266428
2270,31.0,48.157428633
2280,32.0,48.388586017
2290,32.0,48.596789494
2300,32.0,48.796887816
2310,35.0,48.989322376
2320,31.0,49.178986623
2330,35.0,49.37876891
2340,31.0,49.563706221
2350,32.0,49.759759895
2360,31.0,49.966678464
2370,31.0,50.166409777
2380,31.0,50.362622035
2390,31.0,50.556140252
2400,31.0,50.752229796
2410,31.0,50.92934476
2420,31.0,51.106562048
2430,32.0,51.312715637
2440,33.0,51.501813513
2450,31.0,51.695844108
2460,31.0,51.888614337
2470,32.0,52.081628861
2480,40.0,52.288761141
2490,34.0,52.489068266
2500,34.0,52.708898596
2510,31.0,52.912588469
2520,39.0,53.119108312
2530,34.0,53.315806517
2540,31.0,53.519435222
2550,31.0,53.704337795
2560,31.0,53.886278999
2570,31.0,54.075809205
2580,34.0,54.2539308
2590,32.0,54.430142212
2600,32.0,54.618629162
2610,32.0,54.806117032
2620,31.0,54.99114987
2630,31.0,55.177043215
2640,33.0,55.36200167
2650,33.0,55.556159887
2660,33.0,55.744264347
2670,33.0,55.94045546
2680,31.0,56.139112933
2690,31.0,56.335922902
2700,33.0,56.545717884
2710,34.0,56.754272511
2720,35.0,56.972624234
2730,35.0,57.178141976
2740,35.0,57.412843714
2750,35.0,57.611628054
2760,40.0,57.810868512
2770,35.0,58.017377027
2780,34.0,58.211935102
2790,41.0,58.420013222
2800,43.0,58.616813373
2810,42.0,58.81276208
2820,45.0,59.01371147
2830,42.0,59.217422487
2840,43.0,59.428499733
2850,42.0,59.627183636
2860,42.0,59.841088964
2870,45.0,60.060685194
2880,43.0,60.266383043
2890,44.0,60.474760207
2900,42.0,60.675904051
2910,43.0,60.895222759
2920,45.0,61.085218523
2930,43.0,61.30631375
2940,42.0,61.492167827
2950,45.0,61.700671104
2960,45.0,61.901430948
2970,46.0,62.088723608
2980,46.0,62.286112408
2990,48.0,62.480054272
3000,46.0,62.738717681
3010,43.0,62.945886208
3020,43.0,63.131632675
3030,46.0,63.361052809
3040,48.0,63.547847818
3050,46.0,63.733232184
3060,46.0,63.933723568
3070,46.0,64.123314565
3080,43.0,64.31188345
3090,43.0,64.498844595
3100,43.0,64.687027592
3110,46.0,64.874302128
3120,43.0,65.053419782
3130,43.0,65.245059534
3140,46.0,65.438467498
3150,45.0,65.625073339
