iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,f1_trg,f1_tst,elapsed
520,0.262547561,0.266011887,0.21862238,0.209795918,0.358802502,0.34682861,0.967514061
530,0.265253304,0.268857476,0.21862238,0.209795918,0.358802502,0.34682861,0.985064408
540,0.273978338,0.277759737,0.21862238,0.209795918,0.358802502,0.34682861,1.003557196
550,0.272935598,0.276726257,0.21862238,0.209795918,0.358802502,0.34682861,1.022330148
560,0.317911704,0.321904039,0.21862238,0.209795918,0.358802502,0.34682861,1.041642284
570,0.318090295,0.322003943,0.21862238,0.209795918,0.358802502,0.34682861,1.060475272
580,0.328217238,0.332105561,0.21862238,0.209795918,0.358802502,0.34682861,1.08008721
590,0.328207692,0.3321223,0.21862238,0.209795918,0.358802502,0.34682861,1.107956465
600,0.328458539,0.332498688,0.21862238,0.209795918,0.358802502,0.34682861,1.130950019
610,0.321994817,0.326100211,0.21862238,0.209795918,0.358802502,0.34682861,1.153503691
620,0.324467055,0.328527741,0.21862238,0.209795918,0.358802502,0.34682861,1.175450968
630,0.312699697,0.316431968,0.21862238,0.209795918,0.358802502,0.34682861,1.197843414
640,0.312732347,0.316548561,0.21862238,0.209795918,0.358802502,0.34682861,1.216864058
650,0.319276684,0.323049521,0.21862238,0.209795918,0.358802502,0.34682861,1.254100347
660,0.318247182,0.322202457,0.21862238,0.209795918,0.358802502,0.34682861,1.281150252
670,0.320109773,0.324229845,0.21862238,0.209795918,0.358802502,0.34682861,1.309294009
680,0.320638574,0.324562337,0.21862238,0.209795918,0.358802502,0.34682861,1.345610509
690,0.320490244,0.3244236,0.21862238,0.209795918,0.358802502,0.34682861,1.372787283
700,0.320221522,0.32412013,0.21862238,0.209795918,0.358802502,0.34682861,1.397822039
710,0.320791134,0.324756788,0.21862238,0.209795918,0.358802502,0.34682861,1.41754423
720,0.321481322,0.325643815,0.21862238,0.209795918,0.358802502,0.34682861,1.443110243
730,0.30439471,0.308589532,0.21862238,0.209795918,0.358802502,0.34682861,1.47052716
740,0.30543229,0.309700402,0.21862238,0.209795918,0.358802502,0.34682861,1.501828631
750,0.302222436,0.30633556,0.21862238,0.209795918,0.358802502,0.34682861,1.523978292
760,0.302262669,0.306173383,0.21862238,0.209795918,0.358802502,0.34682861,1.540658688
770,0.30153087,0.305343355,0.21862238,0.209795918,0.358802502,0.34682861,1.56057269
780,0.296612844,0.300531894,0.21862238,0.209795918,0.358802502,0.34682861,1.578615777
790,0.305905764,0.309720262,0.21862238,0.209795918,0.358802502,0.34682861,1.60044147
800,0.30476634,0.308613084,0.21862238,0.209795918,0.358802502,0.34682861,1.617682577
810,0.302816852,0.30662959,0.21862238,0.209795918,0.358802502,0.34682861,1.635571992
820,0.303559056,0.307552295,0.21862238,0.209795918,0.358802502,0.34682861,1.654564695
830,0.297809025,0.301879615,0.21862238,0.209795918,0.358802502,0.34682861,1.673609506
840,0.289354221,0.293611621,0.21862238,0.209795918,0.358802502,0.34682861,1.689225125
850,0.27781882,0.282206235,0.21862238,0.209795918,0.358802502,0.34682861,1.707618988
860,0.269803206,0.274296442,0.220800436,0.211428571,0.359158083,0.346414073,1.728444847
870,0.287933841,0.292299157,0.219711408,0.209795918,0.359123435,0.34682861,1.745134684
880,0.270394633,0.275166801,0.219439151,0.209795918,0.359043148,0.34682861,1.764928993
890,0.308177419,0.312579566,0.21862238,0.209795918,0.358802502,0.34682861,1.780580104
900,0.31816422,0.322651565,0.21862238,0.209795918,0.358802502,0.34682861,1.797244267
910,0.326487619,0.33103844,0.21862238,0.209795918,0.358802502,0.34682861,1.818616488
920,0.334123672,0.338712947,0.21862238,0.209795918,0.358802502,0.34682861,1.835562325
930,0.334275112,0.338830097,0.21862238,0.209795918,0.358802502,0.34682861,1.863035501
940,0.34693424,0.351525625,0.21862238,0.209795918,0.358802502,0.34682861,1.885704708
950,0.347166757,0.351734329,0.21862238,0.209795918,0.358802502,0.34682861,1.907724478
960,0.35430381,0.358789349,0.21862238,0.209795918,0.358802502,0.34682861,1.93654448
970,0.352317395,0.356761886,0.21862238,0.209795918,0.358802502,0.34682861,1.961243188
980,0.352487384,0.356977865,0.21862238,0.209795918,0.358802502,0.34682861,1.981993154
990,0.353564073,0.35794061,0.21862238,0.209795918,0.358802502,0.34682861,2.00266232
1000,0.353861808,0.35820395,0.21862238,0.209795918,0.358802502,0.34682861,2.024317348
1010,0.343675212,0.347861542,0.21862238,0.209795918,0.358802502,0.34682861,2.051873216
1020,0.347411038,0.351529329,0.21862238,0.209795918,0.358802502,0.34682861,2.09550233
1030,0.347931141,0.352103003,0.21862238,0.209795918,0.358802502,0.34682861,2.126770949
1040,0.352686454,0.356818493,0.21862238,0.209795918,0.358802502,0.34682861,2.147917376
1050,0.354682936,0.358711794,0.21862238,0.209795918,0.358802502,0.34682861,2.170722515
1060,0.340037411,0.343896927,0.21862238,0.209795918,0.358802502,0.34682861,2.19247685
1070,0.334803482,0.338584951,0.21862238,0.209795918,0.358802502,0.34682861,2.218284892
1080,0.325773945,0.329515717,0.21862238,0.209795918,0.358802502,0.34682861,2.245525101
1090,0.326862559,0.33063972,0.21862238,0.209795918,0.358802502,0.34682861,2.27015358
1100,0.322963157,0.326713672,0.21862238,0.209795918,0.358802502,0.34682861,2.291214295
1110,0.322592112,0.32637505,0.21862238,0.209795918,0.358802502,0.34682861,2.310705409
1120,0.323835859,0.327768887,0.21862238,0.209795918,0.358802502,0.34682861,2.330447989
1130,0.309945153,0.313469587,0.21862238,0.209795918,0.358802502,0.34682861,2.352644469
1140,0.335547819,0.339102223,0.21862238,0.209795918,0.358802502,0.34682861,2.369268229
1150,0.340377335,0.344269475,0.21862238,0.209795918,0.358802502,0.34682861,2.386159693
1160,0.338777175,0.342626493,0.21862238,0.209795918,0.358802502,0.34682861,2.406287404
1170,0.345412894,0.349218797,0.21862238,0.209795918,0.358802502,0.34682861,2.42196117
1180,0.345504265,0.349308677,0.21862238,0.209795918,0.358802502,0.34682861,2.438325155
1190,0.345099021,0.348838398,0.21862238,0.209795918,0.358802502,0.34682861,2.456803592
1200,0.34070084,0.34438679,0.21862238,0.209795918,0.358802502,0.34682861,2.473783036
1210,0.340179135,0.343918191,0.21862238,0.209795918,0.358802502,0.34682861,2.491487813
1220,0.342895875,0.346699785,0.21862238,0.209795918,0.358802502,0.34682861,2.508375502
1230,0.351429213,0.355332236,0.21862238,0.209795918,0.358802502,0.34682861,2.523039616
1240,0.363040455,0.366996333,0.21862238,0.209795918,0.358802502,0.34682861,2.539218965
1250,0.368712913,0.37268477,0.21862238,0.209795918,0.358802502,0.34682861,2.556994728
1260,0.367953405,0.371874669,0.21862238,0.209795918,0.358802502,0.34682861,2.57633594
1270,0.366043252,0.369832767,0.21862238,0.209795918,0.358802502,0.34682861,2.594689775
1280,0.367003298,0.370927861,0.21862238,0.209795918,0.358802502,0.34682861,2.610539873
1290,0.366371717,0.370201716,0.21862238,0.209795918,0.358802502,0.34682861,2.627236884
1300,0.366261643,0.370070849,0.21862238,0.209795918,0.358802502,0.34682861,2.644849152
1310,0.373783028,0.377777499,0.21862238,0.209795918,0.358802502,0.34682861,2.659951261
1320,0.373679719,0.37767636,0.21862238,0.209795918,0.358802502,0.34682861,2.677314324
1330,0.376793278,0.380935695,0.21862238,0.209795918,0.358802502,0.34682861,2.693355101
1340,0.37660053,0.380803073,0.21862238,0.209795918,0.358802502,0.34682861,2.70863845
1350,0.375911725,0.380033079,0.21862238,0.209795918,0.358802502,0.34682861,2.724930319
1360,0.376203862,0.380385677,0.21862238,0.209795918,0.358802502,0.34682861,2.74115611
1370,0.380160392,0.384411485,0.21862238,0.209795918,0.358802502,0.34682861,2.759182206
1380,0.380371934,0.384596319,0.21862238,0.209795918,0.358802502,0.34682861,2.77515275
1390,0.380120251,0.384378107,0.21862238,0.209795918,0.358802502,0.34682861,2.791108571
1400,0.380393405,0.384681306,0.21862238,0.209795918,0.358802502,0.34682861,2.809737286
1410,0.379811659,0.38410272,0.21862238,0.209795918,0.358802502,0.34682861,2.826918358
1420,0.379681474,0.384028025,0.21862238,0.209795918,0.358802502,0.34682861,2.84766908
1430,0.379335318,0.383687779,0.21862238,0.209795918,0.358802502,0.34682861,2.866866814
1440,0.379601135,0.383985877,0.21862238,0.209795918,0.358802502,0.34682861,2.884277831
1450,0.379088794,0.383467572,0.21862238,0.209795918,0.358802502,0.34682861,2.903429875
1460,0.378467603,0.382850934,0.21862238,0.209795918,0.358802502,0.34682861,2.924472467
1470,0.378454089,0.382823796,0.21862238,0.209795918,0.358802502,0.34682861,2.940143592
1480,0.378545396,0.382918421,0.21862238,0.209795918,0.358802502,0.34682861,2.957024486
1490,0.380575407,0.384922374,0.21862238,0.209795918,0.358802502,0.34682861,2.972761686
1500,0.37860435,0.382947685,0.21862238,0.209795918,0.358802502,0.34682861,2.989137753
1510,0.379992595,0.384385072,0.21862238,0.209795918,0.358802502,0.34682861,3.003644416
1520,0.37950963,0.383871299,0.21862238,0.209795918,0.358802502,0.34682861,3.022385651
1530,0.380695064,0.385074224,0.21862238,0.209795918,0.358802502,0.34682861,3.04279806
1540,0.380290047,0.384705659,0.21862238,0.209795918,0.358802502,0.34682861,3.061784348
1550,0.383271151,0.387685745,0.21862238,0.209795918,0.358802502,0.34682861,3.077577429
1560,0.38335021,0.387785475,0.21862238,0.209795918,0.358802502,0.34682861,3.094793615
1570,0.38312957,0.387606233,0.21862238,0.209795918,0.358802502,0.34682861,3.109042014
1580,0.383107267,0.387584637,0.21862238,0.209795918,0.358802502,0.34682861,3.124554176
1590,0.383395825,0.387857599,0.21862238,0.209795918,0.358802502,0.34682861,3.142620296
1600,0.384412496,0.38889884,0.21862238,0.209795918,0.358802502,0.34682861,3.160544447
1610,0.383026992,0.387530432,0.21862238,0.209795918,0.358802502,0.34682861,3.176480254
1620,0.382955702,0.38743843,0.21862238,0.209795918,0.358802502,0.34682861,3.191280677
1630,0.382978616,0.387475986,0.21862238,0.209795918,0.358802502,0.34682861,3.20672412
1640,0.382768325,0.38730152,0.21862238,0.209795918,0.358802502,0.34682861,3.221908164
1650,0.382876532,0.38742493,0.21862238,0.209795918,0.358802502,0.34682861,3.237185472
1660,0.383660221,0.388163357,0.21862238,0.209795918,0.358802502,0.34682861,3.255967488
1670,0.381664928,0.386170126,0.21862238,0.209795918,0.358802502,0.34682861,3.278563827
1680,0.382049135,0.38653016,0.21862238,0.209795918,0.358802502,0.34682861,3.300599458
1690,0.382628673,0.387125299,0.21862238,0.209795918,0.358802502,0.34682861,3.318239291
1700,0.380232754,0.384776825,0.21862238,0.209795918,0.358802502,0.34682861,3.340421798
1710,0.380237976,0.384770247,0.21862238,0.209795918,0.358802502,0.34682861,3.362485746
1720,0.379997046,0.384555833,0.21862238,0.209795918,0.358802502,0.34682861,3.384388845
1730,0.379741742,0.384308845,0.21862238,0.209795918,0.358802502,0.34682861,3.402390778
1740,0.379709861,0.384247051,0.21862238,0.209795918,0.358802502,0.34682861,3.419184454
1750,0.379770742,0.384324948,0.21862238,0.209795918,0.358802502,0.34682861,3.433839511
1760,0.379490946,0.384100511,0.21862238,0.209795918,0.358802502,0.34682861,3.449393963
1770,0.378535262,0.383060884,0.21862238,0.209795918,0.358802502,0.34682861,3.466623363
1780,0.377252806,0.381684293,0.21862238,0.209795918,0.358802502,0.34682861,3.489543289
1790,0.376845925,0.381295444,0.21862238,0.209795918,0.358802502,0.34682861,3.507265432
1800,0.377079617,0.381507693,0.21862238,0.209795918,0.358802502,0.34682861,3.526690089
1810,0.376880316,0.381292078,0.21862238,0.209795918,0.358802502,0.34682861,3.548198614
1820,0.377612758,0.381991093,0.21862238,0.209795918,0.358802502,0.34682861,3.567321962
1830,0.377536261,0.381968577,0.21862238,0.209795918,0.358802502,0.34682861,3.584006892
1840,0.377674329,0.38208772,0.21862238,0.209795918,0.358802502,0.34682861,3.601298215
1850,0.373778095,0.378122601,0.21862238,0.209795918,0.358802502,0.34682861,3.616913079
1860,0.374174273,0.378548472,0.21862238,0.209795918,0.358802502,0.34682861,3.632682377
1870,0.373693003,0.378019345,0.21862238,0.209795918,0.358802502,0.34682861,3.648911942
1880,0.374318628,0.378638151,0.21862238,0.209795918,0.358802502,0.34682861,3.664503773
1890,0.374675085,0.379023366,0.21862238,0.209795918,0.358802502,0.34682861,3.681330671
1900,0.375016955,0.379375816,0.21862238,0.209795918,0.358802502,0.34682861,3.698799081
1910,0.373074593,0.377529847,0.21862238,0.209795918,0.358802502,0.34682861,3.717809156
1920,0.373412736,0.377843492,0.21862238,0.209795918,0.358802502,0.34682861,3.734208255
1930,0.376404597,0.380879891,0.21862238,0.209795918,0.358802502,0.34682861,3.750432156
1940,0.376313614,0.380771534,0.21862238,0.209795918,0.358802502,0.34682861,3.770021813
1950,0.372143623,0.376564506,0.21862238,0.209795918,0.358802502,0.34682861,3.789099472
1960,0.37151711,0.375841517,0.21862238,0.209795918,0.358802502,0.34682861,3.806992661
1970,0.371576435,0.375888939,0.21862238,0.209795918,0.358802502,0.34682861,3.825492622
1980,0.371615067,0.375923231,0.21862238,0.209795918,0.358802502,0.34682861,3.842062009
1990,0.371525037,0.37584064,0.21862238,0.209795918,0.358802502,0.34682861,3.862079846
2000,0.372248085,0.376600861,0.21862238,0.209795918,0.358802502,0.34682861,3.878970553
2010,0.372145453,0.376475756,0.21862238,0.209795918,0.358802502,0.34682861,3.896583198
2020,0.369672365,0.373762119,0.21862238,0.209795918,0.358802502,0.34682861,3.917859888
2030,0.368994867,0.373057968,0.21862238,0.209795918,0.358802502,0.34682861,3.93984681
2040,0.369061086,0.373115136,0.21862238,0.209795918,0.358802502,0.34682861,3.959514624
2050,0.376772092,0.380948053,0.21862238,0.209795918,0.358802502,0.34682861,3.984498784
2060,0.37741715,0.381625028,0.21862238,0.209795918,0.358802502,0.34682861,4.001797279
2070,0.377321628,0.381483051,0.21862238,0.209795918,0.358802502,0.34682861,4.017916969
2080,0.3771989,0.381356946,0.21862238,0.209795918,0.358802502,0.34682861,4.034802771
2090,0.377324193,0.381463025,0.21862238,0.209795918,0.358802502,0.34682861,4.050584906
2100,0.377342775,0.381509379,0.21862238,0.209795918,0.358802502,0.34682861,4.066659285
2110,0.379199816,0.383484913,0.21862238,0.209795918,0.358802502,0.34682861,4.086151906
2120,0.379173965,0.383452862,0.21862238,0.209795918,0.358802502,0.34682861,4.103302394
2130,0.378833975,0.383061,0.21862238,0.209795918,0.358802502,0.34682861,4.118711855
2140,0.37873824,0.382946861,0.21862238,0.209795918,0.358802502,0.34682861,4.136065482
2150,0.378808068,0.383052381,0.21862238,0.209795918,0.358802502,0.34682861,4.158051649
2160,0.379490233,0.383752386,0.21862238,0.209795918,0.358802502,0.34682861,4.17348452
2170,0.379415258,0.383669786,0.21862238,0.209795918,0.358802502,0.34682861,4.192666393
2180,0.379407133,0.383653593,0.21862238,0.209795918,0.358802502,0.34682861,4.208969213
2190,0.379415024,0.383669474,0.21862238,0.209795918,0.358802502,0.34682861,4.228132963
2200,0.379327963,0.383569999,0.21862238,0.209795918,0.358802502,0.34682861,4.244441444
2210,0.379252187,0.38350836,0.21862238,0.209795918,0.358802502,0.34682861,4.261652341
2220,0.379300723,0.383562849,0.21862238,0.209795918,0.358802502,0.34682861,4.278151499
2230,0.377845775,0.38211454,0.21862238,0.209795918,0.358802502,0.34682861,4.293261539
2240,0.376776996,0.381067152,0.21862238,0.209795918,0.358802502,0.34682861,4.310168862
2250,0.376505027,0.380792754,0.21862238,0.209795918,0.358802502,0.34682861,4.331058909
2260,0.375899132,0.380198355,0.21862238,0.209795918,0.358802502,0.34682861,4.345257844
2270,0.375869056,0.380153373,0.21862238,0.209795918,0.358802502,0.34682861,4.361729818
2280,0.376096306,0.380407317,0.21862238,0.209795918,0.358802502,0.34682861,4.378151572
2290,0.375973115,0.380265377,0.21862238,0.209795918,0.358802502,0.34682861,4.394419649
2300,0.37500275,0.379307231,0.21862238,0.209795918,0.358802502,0.34682861,4.410192721
2310,0.371996222,0.376112988,0.21862238,0.209795918,0.358802502,0.34682861,4.425927657
2320,0.371942693,0.376065171,0.21862238,0.209795918,0.358802502,0.34682861,4.443421742
2330,0.373852072,0.377879379,0.21862238,0.209795918,0.358802502,0.34682861,4.458414353
2340,0.377486952,0.381515558,0.21862238,0.209795918,0.358802502,0.34682861,4.477494655
2350,0.377713449,0.381731749,0.21862238,0.209795918,0.358802502,0.34682861,4.500305462
2360,0.378179477,0.382202417,0.21862238,0.209795918,0.358802502,0.34682861,4.515440421
2370,0.378022628,0.382032101,0.21862238,0.209795918,0.358802502,0.34682861,4.536782433
2380,0.377679329,0.381676297,0.21862238,0.209795918,0.358802502,0.34682861,4.552402584
2390,0.377994032,0.381967215,0.21862238,0.209795918,0.358802502,0.34682861,4.568756754
2400,0.380711125,0.384788059,0.21862238,0.209795918,0.358802502,0.34682861,4.586968246
2410,0.379274505,0.383427079,0.21862238,0.209795918,0.358802502,0.34682861,4.603255581
2420,0.379113903,0.383260971,0.21862238,0.209795918,0.358802502,0.34682861,4.622763682
2430,0.378977288,0.383114833,0.21862238,0.209795918,0.358802502,0.34682861,4.640675372
2440,0.379708963,0.383884584,0.21862238,0.209795918,0.358802502,0.34682861,4.659234993
2450,0.380098341,0.384276233,0.21862238,0.209795918,0.358802502,0.34682861,4.677311308
2460,0.379573849,0.383779353,0.21862238,0.209795918,0.358802502,0.34682861,4.695038738
2470,0.379760075,0.383969581,0.21862238,0.209795918,0.358802502,0.34682861,4.711267549
2480,0.379860411,0.38407279,0.21862238,0.209795918,0.358802502,0.34682861,4.726638498
2490,0.379922249,0.384133797,0.21862238,0.209795918,0.358802502,0.34682861,4.74328869
2500,0.38318012,0.387480208,0.21862238,0.209795918,0.358802502,0.34682861,4.761120332
2510,0.383240506,0.38753397,0.21862238,0.209795918,0.358802502,0.34682861,4.77663325
2520,0.381988045,0.386233614,0.21862238,0.209795918,0.358802502,0.34682861,4.795457934
2530,0.383197711,0.387500565,0.21862238,0.209795918,0.358802502,0.34682861,4.810285921
2540,0.38323808,0.387519589,0.21862238,0.209795918,0.358802502,0.34682861,4.824613612
2550,0.383152292,0.387431369,0.21862238,0.209795918,0.358802502,0.34682861,4.843755083
2560,0.38551986,0.389848578,0.21862238,0.209795918,0.358802502,0.34682861,4.862323765
2570,0.38460033,0.388981595,0.21862238,0.209795918,0.358802502,0.34682861,4.882612328
2580,0.384738404,0.389124874,0.21862238,0.209795918,0.358802502,0.34682861,4.902955261
2590,0.384765608,0.389159853,0.21862238,0.209795918,0.358802502,0.34682861,4.918365098
2600,0.384734775,0.389152165,0.21862238,0.209795918,0.358802502,0.34682861,4.940371279
2610,0.383361692,0.387763289,0.21862238,0.209795918,0.358802502,0.34682861,4.956032209
2620,0.383356029,0.387751738,0.21862238,0.209795918,0.358802502,0.34682861,4.974571818
2630,0.384133885,0.388552452,0.21862238,0.209795918,0.358802502,0.34682861,4.990290516
2640,0.384372046,0.388739563,0.21862238,0.209795918,0.358802502,0.34682861,5.007200861
2650,0.384025203,0.388403253,0.21862238,0.209795918,0.358802502,0.34682861,5.02246684
2660,0.384021437,0.388394244,0.21862238,0.209795918,0.358802502,0.34682861,5.044880053
2670,0.384018505,0.388393,0.21862238,0.209795918,0.358802502,0.34682861,5.063290527
2680,0.385596567,0.389954578,0.21862238,0.209795918,0.358802502,0.34682861,5.084472447
2690,0.385628798,0.389974199,0.21862238,0.209795918,0.358802502,0.34682861,5.102041671
2700,0.385569265,0.389920573,0.21862238,0.209795918,0.358802502,0.34682861,5.118520442
2710,0.385950605,0.390286888,0.21862238,0.209795918,0.358802502,0.34682861,5.13622786
2720,0.386208905,0.390570585,0.21862238,0.209795918,0.358802502,0.34682861,5.160028302
2730,0.386716114,0.391080394,0.21862238,0.209795918,0.358802502,0.34682861,5.17415474
2740,0.386731683,0.391095696,0.21862238,0.209795918,0.358802502,0.34682861,5.195158818
2750,0.388172712,0.392555247,0.21862238,0.209795918,0.358802502,0.34682861,5.209870129
2760,0.388140172,0.392524081,0.21862238,0.209795918,0.358802502,0.34682861,5.22788754
2770,0.388005632,0.3923789,0.21862238,0.209795918,0.358802502,0.34682861,5.249461011
2780,0.387990454,0.392357517,0.21862238,0.209795918,0.358802502,0.34682861,5.267350422
2790,0.387447733,0.391845701,0.21862238,0.209795918,0.358802502,0.34682861,5.279621807
2800,0.387795492,0.392198787,0.21862238,0.209795918,0.358802502,0.34682861,5.297106077
2810,0.387837345,0.392239373,0.21862238,0.209795918,0.358802502,0.34682861,5.311937458
2820,0.38621901,0.390624384,0.21862238,0.209795918,0.358802502,0.34682861,5.324587557
2830,0.386594405,0.39098267,0.21862238,0.209795918,0.358802502,0.34682861,5.339100642
2840,0.386252613,0.390591381,0.21862238,0.209795918,0.358802502,0.34682861,5.352120013
2850,0.386723027,0.391083906,0.21862238,0.209795918,0.358802502,0.34682861,5.368209875
2860,0.386719012,0.391077637,0.21862238,0.209795918,0.358802502,0.34682861,5.386425517
2870,0.384480259,0.388816815,0.21862238,0.209795918,0.358802502,0.34682861,5.399182469
2880,0.384139679,0.388470581,0.21862238,0.209795918,0.358802502,0.34682861,5.414688213
2890,0.384123915,0.388452251,0.21862238,0.209795918,0.358802502,0.34682861,5.43098688
2900,0.384282741,0.388632871,0.21862238,0.209795918,0.358802502,0.34682861,5.44582015
2910,0.384145502,0.388484719,0.21862238,0.209795918,0.358802502,0.34682861,5.458499322
2920,0.38388325,0.388162052,0.21862238,0.209795918,0.358802502,0.34682861,5.475165371
2930,0.3840098,0.388303606,0.21862238,0.209795918,0.358802502,0.34682861,5.490944104
2940,0.3830028,0.387322285,0.21862238,0.209795918,0.358802502,0.34682861,5.507899758
2950,0.379867985,0.384274419,0.21862238,0.209795918,0.358802502,0.34682861,5.522771542
2960,0.380288677,0.384710907,0.21862238,0.209795918,0.358802502,0.34682861,5.542810903
2970,0.380452868,0.384853686,0.21862238,0.209795918,0.358802502,0.34682861,5.557600374
2980,0.378595172,0.383042064,0.21862238,0.209795918,0.358802502,0.34682861,5.570203275
2990,0.379572223,0.38401768,0.21862238,0.209795918,0.358802502,0.34682861,5.585745266
3000,0.379667429,0.384183756,0.21862238,0.209795918,0.358802502,0.34682861,5.604718335
3010,0.379714865,0.384308692,0.21862238,0.209795918,0.358802502,0.34682861,5.617440176
3020,0.379697728,0.384259392,0.21862238,0.209795918,0.358802502,0.34682861,5.630145024
3030,0.380310703,0.384834646,0.21862238,0.209795918,0.358802502,0.34682861,5.642558001
3040,0.382495507,0.386917859,0.21862238,0.209795918,0.358802502,0.34682861,5.657460368
3050,0.382891779,0.387286301,0.21862238,0.209795918,0.358802502,0.34682861,5.670687029
3060,0.38277917,0.387157655,0.21862238,0.209795918,0.358802502,0.34682861,5.683345434
3070,0.380711307,0.385101401,0.21862238,0.209795918,0.358802502,0.34682861,5.699431141
3080,0.380387512,0.384799815,0.21862238,0.209795918,0.358802502,0.34682861,5.714543069
3090,0.381534877,0.38588588,0.21862238,0.209795918,0.358802502,0.34682861,5.727382336
3100,0.380038386,0.384497154,0.21862238,0.209795918,0.358802502,0.34682861,5.747302757
3110,0.379943788,0.384390591,0.21862238,0.209795918,0.358802502,0.34682861,5.760683476
3120,0.381292123,0.385688051,0.21862238,0.209795918,0.358802502,0.34682861,5.775936618
3130,0.383545506,0.387925885,0.21862238,0.209795918,0.358802502,0.34682861,5.789688876
