iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,f1_trg,f1_tst,elapsed
530,0.060502776,0.066017043,0.826572284,0.804081633,0.508108108,0.431279621,1.501847117
540,0.060482968,0.066006534,0.825210999,0.804081633,0.505392912,0.431279621,1.526173155
550,0.060471206,0.065971436,0.825755513,0.804081633,0.504643963,0.428571429,1.550834861
560,0.060451971,0.065941555,0.82602777,0.804897959,0.504266874,0.429594272,1.574987212
570,0.060443721,0.065938675,0.825483256,0.804897959,0.502715283,0.429594272,1.599497509
580,0.060428265,0.065975556,0.824938742,0.804897959,0.501163693,0.429594272,1.623813352
590,0.060420222,0.065967987,0.825483256,0.804897959,0.501942502,0.429594272,1.648377265
600,0.060409042,0.065919245,0.824666485,0.805714286,0.500775194,0.433333333,1.673421086
610,0.060398556,0.065933643,0.825210999,0.805714286,0.503863988,0.433333333,1.698015583
620,0.060381505,0.065913058,0.824938742,0.804897959,0.503474903,0.432304038,1.723278776
630,0.06037483,0.065906393,0.82602777,0.807346939,0.508839354,0.448598131,1.747966158
640,0.060343129,0.065853859,0.824394228,0.806530612,0.503464203,0.439716312,1.772606343
650,0.060334422,0.065846952,0.825755513,0.805714286,0.504643963,0.433333333,1.797422482
660,0.060325231,0.065860798,0.824666485,0.806530612,0.50308642,0.439716312,1.822062288
670,0.060314223,0.065861379,0.824666485,0.807346939,0.50308642,0.443396226,1.847333787
680,0.060306871,0.06589267,0.824666485,0.808163265,0.502318393,0.444444444,1.872019657
690,0.060300962,0.065914699,0.825210999,0.808979592,0.506153846,0.450704225,1.896556005
700,0.06029865,0.065912698,0.825210999,0.808163265,0.506153846,0.447058824,1.921904908
710,0.060285829,0.065958291,0.824394228,0.808163265,0.501930502,0.447058824,1.946125221
720,0.060280147,0.065944565,0.824121971,0.808163265,0.500772798,0.447058824,1.970195635
730,0.060265067,0.065992758,0.823577457,0.807346939,0.5,0.443396226,1.995643465
740,0.060243845,0.066006928,0.8233052,0.807346939,0.499614495,0.443396226,2.019781089
750,0.060233605,0.066047492,0.823849714,0.808979592,0.499613302,0.442857143,2.043837153
760,0.060215417,0.066086775,0.824938742,0.808163265,0.507279693,0.447058824,2.069648217
770,0.06020353,0.066091081,0.824938742,0.808163265,0.504240555,0.441805226,2.093731469
780,0.060192882,0.066083096,0.825755513,0.807346939,0.506933744,0.440758294,2.118819089
790,0.060188759,0.066057365,0.825483256,0.807346939,0.505782575,0.440758294,2.143214979
800,0.060172825,0.06600187,0.825755513,0.807346939,0.504643963,0.440758294,2.1675278
810,0.060165066,0.066023341,0.824938742,0.808163265,0.505764796,0.447058824,2.192231042
820,0.060150298,0.066040626,0.824938742,0.807346939,0.505003849,0.443396226,2.216567275
830,0.060141671,0.066061889,0.825483256,0.807346939,0.505782575,0.443396226,2.241802905
840,0.060132499,0.066090206,0.824938742,0.808163265,0.508033665,0.447058824,2.265916741
850,0.060123476,0.06610395,0.824938742,0.808163265,0.507279693,0.447058824,2.290535025
860,0.060113779,0.066112887,0.825210999,0.808163265,0.506912442,0.447058824,2.314855778
870,0.060111347,0.066103412,0.825483256,0.808163265,0.505782575,0.447058824,2.339210133
880,0.06010275,0.066152789,0.825210999,0.808979592,0.50462963,0.448113208,2.364769349
890,0.060105816,0.066139806,0.82602777,0.809795918,0.509593246,0.454332553,2.389744824
900,0.060095297,0.066162191,0.824938742,0.808979592,0.505764796,0.450704225,2.413953811
910,0.060087031,0.066163925,0.824938742,0.808979592,0.507279693,0.450704225,2.43853849
920,0.060080698,0.066189518,0.825483256,0.808979592,0.509563887,0.450704225,2.462684421
930,0.060076326,0.06615231,0.825483256,0.810612245,0.508812261,0.457943925,2.488112239
940,0.060069681,0.06616351,0.825210999,0.809795918,0.507668712,0.454332553,2.512414866
950,0.060064261,0.066180313,0.825210999,0.810612245,0.508422665,0.457943925,2.537054293
960,0.060060527,0.066207168,0.825483256,0.810612245,0.510313216,0.457943925,2.561738277
970,0.060052327,0.066224205,0.824938742,0.810612245,0.508033665,0.457943925,2.585838141
980,0.060049885,0.066206401,0.824394228,0.810612245,0.506503443,0.457943925,2.611011848
990,0.060045418,0.066226679,0.823577457,0.810612245,0.506097561,0.457943925,2.635676575
1000,0.060030211,0.066219235,0.823849714,0.810612245,0.5064836,0.457943925,2.659918033
1010,0.060029849,0.066227577,0.8233052,0.811428571,0.504958047,0.459016393,2.68572079
1020,0.060019006,0.066219157,0.824121971,0.811428571,0.506870229,0.459016393,2.71014009
1030,0.060011151,0.066204907,0.823577457,0.811428571,0.507598784,0.459016393,2.736035354
1040,0.060003627,0.06620791,0.823577457,0.811428571,0.507598784,0.459016393,2.760822039
1050,0.060001688,0.066227108,0.823577457,0.812244898,0.507598784,0.462616822,2.785097858
1060,0.059996722,0.066236718,0.8233052,0.812244898,0.507213364,0.462616822,2.81103881
1070,0.059993933,0.066219471,0.823032943,0.809795918,0.506828528,0.456876457,2.835353143
1080,0.059990739,0.066242094,0.823032943,0.809795918,0.504573171,0.456876457,2.860340704
1090,0.059982258,0.066243621,0.822488429,0.809795918,0.503805175,0.456876457,2.885259922
1100,0.05997745,0.066263645,0.8233052,0.811428571,0.506463878,0.459016393,2.910888614
1110,0.059965947,0.066272073,0.8233052,0.811428571,0.506463878,0.459016393,2.935079477
1120,0.059956801,0.066304173,0.8233052,0.811428571,0.506463878,0.459016393,2.959253348
1130,0.059954342,0.066318593,0.8233052,0.809795918,0.507213364,0.456876457,2.983876165
1140,0.059949449,0.066324242,0.823032943,0.809795918,0.506828528,0.456876457,3.007922414
1150,0.059943144,0.066361589,0.823032943,0.809795918,0.506828528,0.456876457,3.031758729
1160,0.059937331,0.066356446,0.822760686,0.808979592,0.505694761,0.453271028,3.057327386
1170,0.059931027,0.066346914,0.822488429,0.809795918,0.505311077,0.456876457,3.081968703
1180,0.059930354,0.066354924,0.822216172,0.809795918,0.504927976,0.456876457,3.106432178
1190,0.059926016,0.066345916,0.822488429,0.809795918,0.505311077,0.456876457,3.132254569
1200,0.059921747,0.066350741,0.822488429,0.809795918,0.505311077,0.456876457,3.156580228
1210,0.05991401,0.066355781,0.822488429,0.809795918,0.505311077,0.456876457,3.181244955
1220,0.059911864,0.066383564,0.822488429,0.809795918,0.505311077,0.456876457,3.206026354
1230,0.059905937,0.06639742,0.822488429,0.808979592,0.505311077,0.453271028,3.23019947
1240,0.059902292,0.066405168,0.822488429,0.808979592,0.506060606,0.453271028,3.255554414
1250,0.059899088,0.066390314,0.822488429,0.808979592,0.506060606,0.453271028,3.279684865
1260,0.059892459,0.066425423,0.823577457,0.809795918,0.508345979,0.454332553,3.305174229
1270,0.059887433,0.066407917,0.823032943,0.810612245,0.508320726,0.457943925,3.329892196
1280,0.059884723,0.066432686,0.822760686,0.810612245,0.508679245,0.460465116,3.354959425
1290,0.059880654,0.066437117,0.822488429,0.809795918,0.506060606,0.454332553,3.379559206
1300,0.05987701,0.066484888,0.8233052,0.809795918,0.508705526,0.456876457,3.403773858
1310,0.059872983,0.066473876,0.823032943,0.808979592,0.508320726,0.453271028,3.428230538
1320,0.059868241,0.066465772,0.822760686,0.808979592,0.507191522,0.453271028,3.454243607
1330,0.05986538,0.066492911,0.822760686,0.807346939,0.507191522,0.451162791,3.478611931
1340,0.05985808,0.066504196,0.823032943,0.808163265,0.508320726,0.454756381,3.503808293
1350,0.059856951,0.066499949,0.822760686,0.807346939,0.507191522,0.451162791,3.530623723
1360,0.059850016,0.066513794,0.822760686,0.808163265,0.508679245,0.454756381,3.555175554
1370,0.059849675,0.066504896,0.8233052,0.808163265,0.509448224,0.454756381,3.580468952
1380,0.059845779,0.066496342,0.822760686,0.808163265,0.509419744,0.454756381,3.605890352
1390,0.05984041,0.066506181,0.823032943,0.808163265,0.508320726,0.454756381,3.630366666
1400,0.059836079,0.066511614,0.822760686,0.808979592,0.506444276,0.453271028,3.654981175
1410,0.059837061,0.066524105,0.822216172,0.807346939,0.507169811,0.451162791,3.679618715
1420,0.059830811,0.066511352,0.821943915,0.807346939,0.506042296,0.451162791,3.704263807
1430,0.059826547,0.066517085,0.822488429,0.807346939,0.506807867,0.451162791,3.728852639
1440,0.059824498,0.066531337,0.822488429,0.808163265,0.508295626,0.454756381,3.754291405
1450,0.059820769,0.066518336,0.822216172,0.807346939,0.506424792,0.451162791,3.778911199
1460,0.059817803,0.066526192,0.821943915,0.807346939,0.506042296,0.451162791,3.803503808
1470,0.059812659,0.066533991,0.821943915,0.808163265,0.506042296,0.454756381,3.828278034
1480,0.059811388,0.066546353,0.822216172,0.808979592,0.507169811,0.458333333,3.853264836
1490,0.05980756,0.066548108,0.822216172,0.808163265,0.506424792,0.454756381,3.877809114
1500,0.059805372,0.066560711,0.821671658,0.808979592,0.506405426,0.458333333,3.902717001
1510,0.05980058,0.066563228,0.821943915,0.808979592,0.506042296,0.455813953,3.927425904
1520,0.059800728,0.066555753,0.821671658,0.808979592,0.506405426,0.458333333,3.953568482
1530,0.05979781,0.066571317,0.821671658,0.808163265,0.505660377,0.454756381,3.978334401
1540,0.05979153,0.066569359,0.821671658,0.808163265,0.505660377,0.454756381,4.002976472
1550,0.059790246,0.066585821,0.821671658,0.808979592,0.506405426,0.458333333,4.027857931
1560,0.059789398,0.066580529,0.821943915,0.808979592,0.506042296,0.455813953,4.052163577
1570,0.059786889,0.066595956,0.821671658,0.808979592,0.505660377,0.455813953,4.076841895
1580,0.059783553,0.06659123,0.821127144,0.808163265,0.504898267,0.454756381,4.102361468
1590,0.059782228,0.066583719,0.821671658,0.808979592,0.505660377,0.455813953,4.126787185
1600,0.059775581,0.066584769,0.821671658,0.808979592,0.506405426,0.458333333,4.151159664
1610,0.059776096,0.066587004,0.821399401,0.808979592,0.505279035,0.455813953,4.177084003
1620,0.059772142,0.066595394,0.821671658,0.808979592,0.506405426,0.455813953,4.202296222
1630,0.059768825,0.066591201,0.821671658,0.808979592,0.505660377,0.455813953,4.227107449
1640,0.059768455,0.066602414,0.822216172,0.808979592,0.506424792,0.455813953,4.252702914
1650,0.059766015,0.06660775,0.821671658,0.808979592,0.506405426,0.455813953,4.276735571
1660,0.059762473,0.06660413,0.821671658,0.808979592,0.505660377,0.455813953,4.301390101
1670,0.059762519,0.06662697,0.821671658,0.809795918,0.506405426,0.459396752,4.328389411
1680,0.059756883,0.066626621,0.821671658,0.808979592,0.505660377,0.455813953,4.352437171
1690,0.059754968,0.066627238,0.821943915,0.809795918,0.50678733,0.459396752,4.376907819
1700,0.059755383,0.066670612,0.821671658,0.809795918,0.506405426,0.459396752,4.401742836
1710,0.059751363,0.066666489,0.821943915,0.808979592,0.50678733,0.455813953,4.426034515
1720,0.059747237,0.066685578,0.822216172,0.808979592,0.507169811,0.455813953,4.450704528
1730,0.059744914,0.066693074,0.821943915,0.809795918,0.50753012,0.459396752,4.47532923
1740,0.059743118,0.066705845,0.821943915,0.808979592,0.50678733,0.455813953,4.499894656
1750,0.059743607,0.066706586,0.821943915,0.808163265,0.50678733,0.454756381,4.524073059
1760,0.059738849,0.066706767,0.822216172,0.808979592,0.507169811,0.455813953,4.548513126
1770,0.059735778,0.066708907,0.822216172,0.808163265,0.507912585,0.454756381,4.573893369
1780,0.059732526,0.066711529,0.822216172,0.809795918,0.506424792,0.456876457,4.598540349
1790,0.059729343,0.066723976,0.821943915,0.808163265,0.505295008,0.454756381,4.623003824
1800,0.059729338,0.06673855,0.821671658,0.809795918,0.504163512,0.456876457,4.647621354
1810,0.059726364,0.066720401,0.821943915,0.808163265,0.506042296,0.454756381,4.671753694
1820,0.059721963,0.066723765,0.822216172,0.808163265,0.507169811,0.454756381,4.695813912
1830,0.05971921,0.06672827,0.821943915,0.807346939,0.505295008,0.451162791,4.720432196
1840,0.059719371,0.066727724,0.822488429,0.808163265,0.50755287,0.454756381,4.745424285
1850,0.059717261,0.066723187,0.823032943,0.807346939,0.509803922,0.451162791,4.770712398
1860,0.059713937,0.066731443,0.822760686,0.807346939,0.508679245,0.451162791,4.794754115
1870,0.059714546,0.066736557,0.822760686,0.807346939,0.507936508,0.451162791,4.818839633
1880,0.059714073,0.066738548,0.822216172,0.807346939,0.507169811,0.451162791,4.84358554
1890,0.05971174,0.066735784,0.821671658,0.807346939,0.503411676,0.451162791,4.868255932
1900,0.059706963,0.066747712,0.8233052,0.808163265,0.511662904,0.454756381,4.893314475
1910,0.05970604,0.066749426,0.822760686,0.808163265,0.508679245,0.454756381,4.917462294
1920,0.059703597,0.066762,0.823032943,0.807346939,0.509803922,0.451162791,4.941664862
1930,0.059702578,0.066756733,0.8233052,0.808163265,0.511662904,0.454756381,4.966352618
1940,0.05970131,0.066768261,0.823032943,0.807346939,0.509803922,0.451162791,4.991035466
1950,0.059699872,0.066772621,0.822488429,0.807346939,0.50755287,0.451162791,5.015784393
1960,0.059696747,0.066759374,0.822216172,0.807346939,0.505677517,0.451162791,5.039803835
1970,0.059693871,0.066768288,0.822216172,0.807346939,0.507169811,0.451162791,5.063937685
1980,0.059694232,0.066764654,0.822216172,0.807346939,0.506424792,0.451162791,5.088215014
1990,0.059692102,0.066787926,0.821671658,0.807346939,0.503411676,0.451162791,5.112626761
