iterations,fitness,time
0,1104.29101993,1.51030000097e-05
10,1150.4818474,3.32270000172e-05
20,1041.21199263,5.28610000003e-05
30,1063.30118554,7.24960000014e-05
40,1052.48756313,9.2885000015e-05
50,1159.88190842,0.000110253999992
60,1254.77101495,0.000129510999983
70,1270.51659529,0.000148768000003
80,1162.21277154,0.000169158000006
90,1271.90212036,0.000191057000023
100,1251.26100254,0.000212202
110,1284.58115264,0.000228060999973
120,1289.76795142,0.000253735999962
130,1219.79066664,0.000273747999984
140,1205.70893937,0.000293004999975
150,1155.02309222,0.00030961899995
160,1235.57178132,0.000329253999951
170,1157.12566944,0.000353418999936
180,1192.87869519,0.000370787999941
190,1341.11892943,0.000390043999943
200,1266.37759927,0.000410810999938
210,1290.87708443,0.000428933999956
220,1241.53839445,0.000448945999949
230,1357.09509369,0.000468579999961
240,1469.64412586,0.000488214999962
250,1382.5327347,0.000512002999955
260,1444.41987011,0.000531259999946
270,1273.56710645,0.000551271999939
280,1407.98422589,0.000569772999938
290,1298.20105491,0.000586763999934
300,1419.03950826,0.000610929999937
310,1394.08535302,0.00063094099994
320,1424.26172496,0.000647553999954
330,1367.42964922,0.000667943999957
340,1372.1544387,0.000687578999958
350,1285.77803483,0.000705702999966
360,1256.15388031,0.000723071999971
370,1255.75063816,0.000743461999974
380,1264.73290197,0.000763095999986
390,1319.96754827,0.000785750999995
400,1421.66326052,0.000811048999992
410,1690.26723051,0.000832948999999
420,1734.76826675,0.000866553999998
430,1800.78436851,0.000883544999994
440,1800.78436851,0.000903179000005
450,1868.22267773,0.000920548000011
460,1898.63860966,0.00094660100001
470,1952.70305169,0.000965857000011
480,1952.70305169,0.000987379000009
490,1952.70305169,0.00100776799999
500,1952.70305169,0.001025137
510,1952.70305169,0.00104514899999
520,1952.70305169,0.00106591599999
530,1952.70305169,0.00108517299998
540,1952.70305169,0.00112444099997
550,1952.70305169,0.00114973899997
560,1952.70305169,0.00116975099996
570,1952.70305169,0.00119051799996
580,1952.70305169,0.00121128499995
590,1952.70305169,0.00123091899994
600,1952.70305169,0.00125281799995
610,1952.70305169,0.00127169699994
620,1952.70305169,0.00129095399993
630,1962.93205457,0.00130718999992
640,1962.93205457,0.00132908899991
650,1962.93205457,0.00134645799989
660,1962.93205457,0.00136571499991
670,1962.93205457,0.0013827059999
680,1962.93205457,0.00140385099991
690,1962.93205457,0.00142046499991
700,1962.93205457,0.00143934399992
710,1962.93205457,0.00145671299993
720,1962.93205457,0.00147559199993
730,1962.93205457,0.00149560399993
740,1962.93205457,0.00151750399993
750,1962.93205457,0.00153864799995
760,1962.93205457,0.00155488399997
770,1962.93205457,0.00157451799996
780,1962.93205457,0.00159037599997
790,1962.93205457,0.00161000999998
800,1962.93205457,0.00162964499998
810,1962.93205457,0.00164852399996
820,1962.93205457,0.00166589299994
830,1962.93205457,0.00168250599992
840,1962.93205457,0.00170176199993
850,1962.93205457,0.00171988599993
860,1962.93205457,0.00173951999994
870,1962.93205457,0.00175802199993
880,1962.93205457,0.00177576799993
890,1962.93205457,0.00179728999993
900,1962.93205457,0.00181654599993
910,1974.83526854,0.00184448699994
920,1974.83526854,0.00186638699992
930,1974.83526854,0.00188677599994
940,1974.83526854,0.00191056399993
950,1974.83526854,0.00193133099992
960,1974.83526854,0.0019539859999
970,1974.83526854,0.0019755079999
980,1974.83526854,0.0019962749999
990,1974.83526854,0.0020159099999
1000,1974.83526854,0.0020336559999
1010,1974.83526854,0.00205442299989
1020,1974.83526854,0.0020755679999
1030,1974.83526854,0.00209293699987
1040,1974.83526854,0.00211785699986
1050,1974.83526854,0.00214088899986
1060,1974.83526854,0.00216014599985
1070,1974.83526854,0.00218129099986
1080,1974.83526854,0.00219865999986
1090,1974.83526854,0.00221565099986
1100,1974.83526854,0.00223566299988
1110,1974.83526854,0.00225605199986
1120,1974.83526854,0.00227304299989
1130,1974.83526854,0.00229380999988
1140,1974.83526854,0.00231382199991
1150,1974.83526854,0.0023493139999
1160,1974.83526854,0.00236970299991
1170,1974.83526854,0.00239084699993
1180,1974.83526854,0.00241236899993
1190,1974.83526854,0.00243124799994
1200,1974.83526854,0.00245239299991
1210,1974.83526854,0.00247240399992
1220,1974.83526854,0.00249241599991
1230,1974.83526854,0.00251393899993
1240,1974.83526854,0.00253319599992
1250,1974.83526854,0.0025535849999
1260,1974.83526854,0.00257359699992
1270,1974.83526854,0.00259285399991
1280,1974.83526854,0.0026106009999
1290,1974.83526854,0.00262759299989
1300,1974.83526854,0.00264835999988
1310,1974.83526854,0.00266761699987
1320,1974.83526854,0.00268611899986
1330,1974.83526854,0.00270537599985
1340,1974.83526854,0.00272576599986
1350,1974.83526854,0.00279750699985
1360,1974.83526854,0.00281487499984
1370,1974.83526854,0.00283564199984
1380,1974.83526854,0.00285414399985
1390,1974.83526854,0.00287000299986
1400,1974.83526854,0.00288623899985
1410,1974.83526854,0.00290247499984
1420,1974.83526854,0.00291833299985
1430,1974.83526854,0.00293683499984
1440,1974.83526854,0.00295609099982
1450,1974.83526854,0.0029764799998
1460,1974.83526854,0.00302178999979
1470,1974.83526854,0.00303953599979
1480,1974.83526854,0.0030599249998
1490,1974.83526854,0.00307729399981
1500,1974.83526854,0.00309730599983
1510,1974.83526854,0.00312713499983
1520,1974.83526854,0.00314525899984
1530,1974.83526854,0.00316225099985
1540,1974.83526854,0.00320076399984
1550,1974.83526854,0.00322039899984
1560,1974.83526854,0.00324078899985
1570,1974.83526854,0.00326268799984
1580,1974.83526854,0.00328156699985
1590,1974.83526854,0.00329969099982
1600,1974.83526854,0.00331932499981
1610,1974.83526854,0.00333971499981
1620,1974.83526854,0.0033597269998
1630,1974.83526854,0.00337898399982
1640,1974.83526854,0.00339559799983
1650,1974.83526854,0.00341447699984
1660,1974.83526854,0.00343184599984
1670,1974.83526854,0.00345336799984
1680,1974.83526854,0.00346960399983
1690,1974.83526854,0.00348923899983
1700,1974.83526854,0.00351378199983
1710,1974.83526854,0.00353719199984
1720,1974.83526854,0.00355795899983
1730,1974.83526854,0.00358476799983
1740,1974.83526854,0.00360477999982
1750,1974.83526854,0.00362630199982
1760,1974.83526854,0.00367010099981
1770,1974.83526854,0.0036912449998
1780,1974.83526854,0.00371012399981
1790,1974.83526854,0.00373164699982
1800,1974.83526854,0.00375052599983
1810,1974.83526854,0.00377129299986
1820,1974.83526854,0.00379092699984
1830,1974.83526854,0.00382075599984
1840,1974.83526854,0.00385549399982
1850,1974.83526854,0.00387663799981
1860,1974.83526854,0.0039011809998
1870,1974.83526854,0.00392307999982
1880,1974.83526854,0.00394346899984
1890,1974.83526854,0.00397254299983
1900,1974.83526854,0.00399179999985
1910,1974.83526854,0.00401294499986
1920,1974.83526854,0.00403257999986
1930,1974.83526854,0.00405372499986
1940,1974.83526854,0.00407524699986
1950,1974.83526854,0.00409488099987
1960,1974.83526854,0.00412017899987
1970,1974.83526854,0.00415604899987
1980,1974.83526854,0.00418361199988
1990,1974.83526854,0.0042051339999
2000,1974.83526854,0.00422929899992
2010,1974.83526854,0.00425006599991
2020,1974.83526854,0.0042749859999
2030,1974.83526854,0.0043040599999
2040,1974.83526854,0.00432482699989
2050,1974.83526854,0.00435125799987
2060,1974.83526854,0.00437655599987
2070,1974.83526854,0.00439656699987
2080,1974.83526854,0.00442337499987
2090,1974.83526854,0.00444225399988
2100,1974.83526854,0.00446377599988
2110,1974.83526854,0.00448416599988
2120,1974.83526854,0.00450606499987
2130,1974.83526854,0.00453211799987
2140,1974.83526854,0.00455779399988
2150,1974.83526854,0.00457969399989
2160,1974.83526854,0.00461367599988
2170,1974.83526854,0.00465709799988
2180,1974.83526854,0.00468088599987
2190,1974.83526854,0.00472808399988
2200,1974.83526854,0.00475489199988
2210,1974.83526854,0.00477641399988
2220,1974.83526854,0.00479529299989
2230,1974.83526854,0.00481303899988
2240,1974.83526854,0.00483002999991
2250,1974.83526854,0.0048511739999
2260,1974.83526854,0.00493763999989
2270,1974.83526854,0.00495689699991
2280,1974.83526854,0.00497426599992
2290,1974.83526854,0.0049931449999
2300,1974.83526854,0.0050139119999
2310,1974.83526854,0.00503505599988
2320,1974.83526854,0.00505619999987
2330,1974.83526854,0.00507658999987
2340,1974.83526854,0.00509584699989
2350,1974.83526854,0.00511208299991
2360,1974.83526854,0.00512869699992
2370,1974.83526854,0.00514984199989
2380,1974.83526854,0.0051717419999
2390,1974.83526854,0.00519062099988
2400,1974.83526854,0.00521063299988
2410,1974.83526854,0.00522875699988
2420,1974.83526854,0.00526613799988
2430,1974.83526854,0.0052853949999
2440,1974.83526854,0.0053016309999
2450,1974.83526854,0.0054666339999
2460,1974.83526854,0.0054874009999
2470,1974.83526854,0.00550665799989
2480,1974.83526854,0.00554026299989
2490,1974.83526854,0.0055598969999
2500,1974.83526854,0.0055810419999
2510,1974.83526854,0.00560218699988
2520,1974.83526854,0.00562219799986
2530,1974.83526854,0.00564371999985
2540,1974.83526854,0.00566184399986
2550,1974.83526854,0.00567883599984
2560,1974.83526854,0.00569809299984
2570,1974.83526854,0.00571470699984
2580,1974.83526854,0.00576567999983
2590,1974.83526854,0.00578644699982
2600,1974.83526854,0.00580230599982
2610,1974.83526854,0.00583930899981
2620,1974.83526854,0.00586007599981
2630,1974.83526854,0.00587895499979
2640,1974.83526854,0.00589745599979
2650,1974.83526854,0.00593106099979
2660,1974.83526854,0.0059476739998
2670,1974.83526854,0.0059680639998
2680,1974.83526854,0.00598882999981
2690,1974.83526854,0.0060043109998
2700,1974.83526854,0.0060292319998
2710,1974.83526854,0.0060499989998
2720,1974.83526854,0.00606812299981
2730,1974.83526854,0.0060926659998
2740,1974.83526854,0.0061104119998
2750,1974.83526854,0.0061296679998
2760,1974.83526854,0.00614854699981
2770,1974.83526854,0.00616629299981
2780,1974.83526854,0.0061832839998
2790,1974.83526854,0.00620254099979
2800,1974.83526854,0.00622179799979
2810,1974.83526854,0.0062376559998
2820,1974.83526854,0.00625313699982
2830,1974.83526854,0.00627390399981
2840,1974.83526854,0.00629013999981
2850,1974.83526854,0.00630864199982
2860,1974.83526854,0.0063275209998
2870,1974.83526854,0.00634677799979
2880,1974.83526854,0.00636678999982
2890,1974.83526854,0.0063864239998
2900,1974.83526854,0.00640605799981
2910,1974.83526854,0.00642267199981
